,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,9.81346296688,-17.1975466066,-0.995710947634,-12.6442716271,2.82281178002,-4.48709128966,-4.150374848,-5.42458112922,0.0209694349135,4.05940643059,-2.83090770333,-1.21326009999,0.753592586379,2.20658154031,4.01663766951,0.393385479217,1.71877330804,1.67465974569,0.152361848572,-2.36704058224,-1.2891081947,3.5025387866,2.02231777327,-0.767013823948,0.894939120855,-0.890557551907,-0.639442500395,2.27381065004,0.163328824144,2.09730502667,1.53084296013,1.45859139214
1,13.5269817146,-22.2439201291,2.98737900713,-8.21182844148,8.71233137042,-2.95445893059,-2.08351132567,-6.41499071126,-1.15694718734,3.44195772144,-1.87185205864,0.457759645267,0.761510328295,0.572432668989,4.81090142042,0.22482681597,2.59999218785,1.87115124791,-0.152081489106,-2.87542469543,0.182393065462,2.26821486967,1.44630397634,-0.310992573771,1.95238141841,-1.08248684201,0.421226443399,2.15753753135,-0.0215254492882,1.28703951371,1.19694542603,1.05602144848
2,17.8261719324,-17.2963516242,-2.26107914956,-11.0336771153,4.38328747888,-3.39498649736,-3.00960598151,-1.43481945469,-2.18679479256,0.568468363464,-1.80715608047,1.05450725758,0.282925488956,0.344444720018,4.11718115846,-0.482405962939,1.71237740294,1.68087135499,0.875028654496,-2.04192115267,-0.0168486678324,2.32139012904,1.71496983588,-0.64226920731,2.16921806814,-1.56559891005,0.680624866778,2.10680685227,-0.0582054145151,1.37413604408,1.67153651881,1.78348404868
3,18.0154045074,-19.7094816295,2.2623652115,-5.16932753512,8.10723397808,-1.57968835094,0.432466433256,-5.60113229239,-1.32429547933,0.546522214369,-1.63700874832,-1.76643902921,2.50626049207,2.62331598285,2.71277519681,1.61348377327,1.15542792596,0.944921114748,0.625657789218,-1.2701368836,-0.469917534414,2.09302681032,2.31738411973,-1.0991093261,1.94039320361,-1.67278720102,0.454751268619,2.21925897802,0.0260177340541,1.51721872943,1.67019819636,1.06010785641
4,20.2621814869,-12.4871985486,4.65058812073,-7.59160053072,5.20579938812,-3.21266967434,-2.79089666157,-5.67476902563,-2.15194227667,2.49029308244,-1.94223673311,0.590768703361,0.891997437622,0.971733918101,3.37571599248,0.698809923497,2.18639189973,1.55888265442,0.162510285561,-2.2520873962,-0.201524112486,2.87157561876,1.94750523876,-0.248629283247,2.14992438709,-1.09451400656,0.266151736143,2.54836189661,0.10598649095,1.3097498623,1.40356590884,1.47659269971
5,14.9192437649,-18.774864769,-1.84013332817,-2.05107505887,4.60657341852,-1.60727311294,-4.54386085545,-6.40457673867,-2.03597825089,2.34673499397,-2.75857448183,1.1641960199,-0.00383906589923,1.05533303914,3.25309091018,0.735887964222,2.23967561861,1.16590686586,0.643349253965,-2.42846551973,-0.361535747248,2.69808445539,2.21770928852,-0.182886445005,2.14133980821,-1.2268939433,0.0501609512564,2.25697172447,0.303814218301,1.15946688836,1.27503270919,1.38615504425
6,35.3279319345,-15.3649409166,-0.847728107316,-7.5263725621,7.40733292355,-1.62363684977,-5.16283545815,-6.83119085817,-0.105937504605,2.72758002722,-2.30811015708,0.161827552938,0.932409111569,0.958563112046,4.51864301779,0.580410340319,1.43148498644,1.71088751366,0.463583456497,-2.29396946468,-0.19277690992,2.43676042616,1.58372010215,-0.626695571501,1.55554259411,-1.09126858715,0.132007447709,2.12186291334,0.104899388243,1.31175517322,1.22114825584,1.2271244062
7,8.5324027568,-15.3974746657,1.56343992847,-9.06319875468,13.0488921186,-2.85951982427,-9.02937277395,-5.19687096424,-1.48747012709,2.14157220307,-3.15375404928,-0.582409807901,2.96917238909,-0.443343549088,2.47792889307,1.10733635496,1.19092031068,1.85929897044,1.22851315987,-1.57601892824,0.0801836924879,2.96212311383,1.75273497198,-0.535591772121,1.9598175394,-0.323931450651,-0.101801640369,2.66867893554,-0.383499839255,0.539148364937,1.54308040777,1.69098790443
8,12.6326568254,-9.0880118873,0.304929644692,-6.06533287332,6.57783457596,-1.22517211142,-3.17863500663,-5.67229172762,-0.352440393515,2.09618360974,-1.87790452818,0.139068010592,1.04572830302,1.36215127086,4.58106341185,0.54508015701,2.0543019418,1.43121284474,0.347985450475,-2.33394610812,-0.179114794446,2.55202511733,1.8095766357,-0.581832792662,1.87381033262,-1.21464137927,0.313253098171,1.95160169483,0.0753887191177,1.39719830716,1.1926401131,1.23040686421
9,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0,1462.0
